HTL state,Time GPS,Mission time,heater-anemoemeter,heater-HTL
HTL state,Time GPS,Mission time,heater-HTL,Time GPS,Mission time,heater-anemometer
A1,Thu 1970-01-01 01:00:00 CET,156.037,0.000000,Thu 1970-01-01 01:00:00 CET,156.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,157.037,0.000000,Thu 1970-01-01 01:00:00 CET,157.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,158.037,0.000000,Thu 1970-01-01 01:00:00 CET,158.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,159.038,0.000000,Thu 1970-01-01 01:00:00 CET,159.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,160.037,0.000000,Thu 1970-01-01 01:00:00 CET,160.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,161.037,0.000000,Thu 1970-01-01 01:00:00 CET,161.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,162.037,0.000000,Thu 1970-01-01 01:00:00 CET,162.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,163.038,0.000000,Thu 1970-01-01 01:00:00 CET,163.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,164.037,0.000000,Thu 1970-01-01 01:00:00 CET,164.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,165.037,0.000000,Thu 1970-01-01 01:00:00 CET,165.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,166.037,0.000000,Thu 1970-01-01 01:00:00 CET,166.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,167.037,0.000000,Thu 1970-01-01 01:00:00 CET,167.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,168.037,0.000000,Thu 1970-01-01 01:00:00 CET,168.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,169.037,0.000000,Thu 1970-01-01 01:00:00 CET,169.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,170.037,0.000000,Thu 1970-01-01 01:00:00 CET,170.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,171.037,0.000000,Thu 1970-01-01 01:00:00 CET,171.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,172.038,0.000000,Thu 1970-01-01 01:00:00 CET,172.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,173.037,0.000000,Thu 1970-01-01 01:00:00 CET,173.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,174.037,0.000000,Thu 1970-01-01 01:00:00 CET,174.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,175.037,0.000000,Thu 1970-01-01 01:00:00 CET,175.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,176.037,0.000000,Thu 1970-01-01 01:00:00 CET,176.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,177.037,0.000000,Thu 1970-01-01 01:00:00 CET,177.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,178.037,0.000000,Thu 1970-01-01 01:00:00 CET,178.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,179.035,0.000000,Thu 1970-01-01 01:00:00 CET,179.035,1.200000
A1,Thu 1970-01-01 01:00:00 CET,180.036,0.000000,Thu 1970-01-01 01:00:00 CET,180.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,181.038,0.000000,Thu 1970-01-01 01:00:00 CET,181.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,182.037,0.000000,Thu 1970-01-01 01:00:00 CET,182.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,183.037,0.000000,Thu 1970-01-01 01:00:00 CET,183.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,184.037,0.000000,Thu 1970-01-01 01:00:00 CET,184.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,185.037,0.000000,Thu 1970-01-01 01:00:00 CET,185.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,186.037,0.000000,Thu 1970-01-01 01:00:00 CET,186.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,187.037,0.000000,Thu 1970-01-01 01:00:00 CET,187.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,188.037,0.000000,Thu 1970-01-01 01:00:00 CET,188.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,189.037,0.000000,Thu 1970-01-01 01:00:00 CET,189.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,190.038,0.000000,Thu 1970-01-01 01:00:00 CET,190.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,191.037,0.000000,Thu 1970-01-01 01:00:00 CET,191.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,192.037,0.000000,Thu 1970-01-01 01:00:00 CET,192.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,193.035,0.000000,Thu 1970-01-01 01:00:00 CET,193.035,1.200000
A1,Thu 1970-01-01 01:00:00 CET,194.037,0.000000,Thu 1970-01-01 01:00:00 CET,194.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,195.037,0.000000,Thu 1970-01-01 01:00:00 CET,195.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,196.037,0.000000,Thu 1970-01-01 01:00:00 CET,196.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,197.036,0.000000,Thu 1970-01-01 01:00:00 CET,197.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,198.036,0.000000,Thu 1970-01-01 01:00:00 CET,198.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,199.037,0.000000,Thu 1970-01-01 01:00:00 CET,199.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,200.037,0.000000,Thu 1970-01-01 01:00:00 CET,200.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,201.037,0.000000,Thu 1970-01-01 01:00:00 CET,201.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,202.037,0.000000,Thu 1970-01-01 01:00:00 CET,202.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,203.037,0.000000,Thu 1970-01-01 01:00:00 CET,203.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,204.037,0.000000,Thu 1970-01-01 01:00:00 CET,204.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,205.036,0.000000,Thu 1970-01-01 01:00:00 CET,205.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,206.036,0.000000,Thu 1970-01-01 01:00:00 CET,206.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,207.037,0.000000,Thu 1970-01-01 01:00:00 CET,207.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,208.038,0.000000,Thu 1970-01-01 01:00:00 CET,208.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,209.037,0.000000,Thu 1970-01-01 01:00:00 CET,209.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,210.036,0.000000,Thu 1970-01-01 01:00:00 CET,210.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,211.036,0.000000,Thu 1970-01-01 01:00:00 CET,211.036,1.200000
A1,Thu 1970-01-01 01:00:00 CET,212.037,0.000000,Thu 1970-01-01 01:00:00 CET,212.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,213.037,0.000000,Thu 1970-01-01 01:00:00 CET,213.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,214.037,0.000000,Thu 1970-01-01 01:00:00 CET,214.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,215.037,0.000000,Thu 1970-01-01 01:00:00 CET,215.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,216.037,0.000000,Thu 1970-01-01 01:00:00 CET,216.037,1.200000
A1,Thu 1970-01-01 01:00:00 CET,217.038,0.000000,Thu 1970-01-01 01:00:00 CET,217.038,1.200000
A1,Thu 1970-01-01 01:00:00 CET,218.037,0.000000,Thu 1970-01-01 01:00:00 CET,218.037,1.200000
