HTL state,Time GPS,Mission time,anemometro Celsius,anemometro Volts,anemometro Vcc,aire abajo Celsius,aire abajo Volts,aire abajo Vcc,infinito Celsius,infinito Volts,infinito Vcc,aire arriba Celsius,aire arriba Volts,aire arriba Vcc,exterior Celsius,exterior Volts,exterior Vcc,placa arriba Celsius,placa arriba Volts,placa arriba Vcc,placa abajo Celsius,placa abajo Volts,placa abajo Vcc
A1,Thu 1970-01-01 01:00:00 CET,55.566720,256.771515,3.272900,4.859840,31.283205,2.627200,4.859280,31.840975,2.630300,4.860720,31.343792,2.629680,4.863400,30.873312,2.627220,4.862480,36.903008,2.651680,4.861720,38.061695,2.656260,4.861480
A1,Thu 1970-01-01 01:00:00 CET,56.553869,256.159790,3.271940,4.860200,31.110468,2.626480,4.859280,31.681479,2.629680,4.860800,31.686005,2.629980,4.861320,30.961321,2.626420,4.860320,37.002060,2.651800,4.861200,38.234360,2.656960,4.861480
A1,Thu 1970-01-01 01:00:00 CET,57.547250,256.736298,3.272400,4.859200,31.266396,2.629660,4.863960,31.386955,2.632780,4.868800,31.891472,2.634320,4.867760,31.259161,2.632160,4.868640,37.017605,2.656140,4.869040,38.379452,2.662140,4.869880
A1,Thu 1970-01-01 01:00:00 CET,58.553893,253.545578,3.271940,4.867880,31.199099,2.631520,4.867920,31.898647,2.634220,4.867520,31.826071,2.633160,4.866120,31.252357,2.632240,4.868840,37.626511,2.657660,4.867280,37.731663,2.659180,4.869280
A1,Thu 1970-01-01 01:00:00 CET,59.554692,253.670090,3.272160,4.867840,31.292995,2.631220,4.866640,31.602011,2.633720,4.868880,32.028038,2.634780,4.867560,31.057089,2.631100,4.868240,37.212017,2.656780,4.868760,38.474258,2.662240,4.869360
A1,Thu 1970-01-01 01:00:00 CET,60.560956,252.694427,3.272640,4.871440,30.989332,2.631660,4.869800,31.718119,2.633360,4.867320,31.597269,2.633960,4.869360,31.029999,2.631700,4.869560,37.880836,2.659000,4.867840,38.572308,2.661960,4.868120
A1,Thu 1970-01-01 01:00:00 CET,61.560661,253.124023,3.272420,4.869840,31.251125,2.632040,4.868480,31.541664,2.633620,4.869160,31.851936,2.634480,4.868360,31.471869,2.632420,4.867480,37.302475,2.658000,4.870320,38.696804,2.663580,4.870160
A1,Thu 1970-01-01 01:00:00 CET,62.560798,253.235489,3.272480,4.869600,30.775303,2.626400,4.861720,31.574701,2.627440,4.857480,31.224712,2.626740,4.858880,31.494589,2.627020,4.857320,38.039146,2.653240,4.856120,38.951702,2.657500,4.857160
A1,Thu 1970-01-01 01:00:00 CET,63.533058,257.277618,3.271980,4.857000,31.001831,2.624060,4.855640,31.589911,2.626140,4.854960,31.913673,2.627420,4.854840,31.232563,2.625540,4.856600,38.185802,2.652260,4.853240,39.041653,2.656900,4.855400
A1,Thu 1970-01-01 01:00:00 CET,64.521504,258.917389,3.272840,4.853520,30.910713,2.622340,4.853160,31.653954,2.626060,4.854320,31.898893,2.627900,4.855840,30.912529,2.624120,4.856440,37.674908,2.650780,4.854320,38.717167,2.657340,4.858600
A1,Thu 1970-01-01 01:00:00 CET,65.523248,254.550430,3.272560,4.865840,30.984037,2.629260,4.865400,31.666792,2.630160,4.861800,31.939169,2.632700,4.864400,30.883255,2.629120,4.865920,38.258175,2.657800,4.862840,39.092999,2.663280,4.866680
A1,Thu 1970-01-01 01:00:00 CET,66.553799,253.593719,3.273380,4.869880,31.110529,2.631280,4.868160,31.886208,2.634060,4.867320,31.853199,2.634940,4.869200,30.892612,2.630780,4.868920,38.340981,2.661240,4.868520,39.101578,2.664300,4.868480
A1,Thu 1970-01-01 01:00:00 CET,67.553414,253.015732,3.271640,4.869000,31.365313,2.631500,4.866600,31.811785,2.633880,4.867560,31.653244,2.634280,4.869520,31.145594,2.631340,4.868000,38.387100,2.661340,4.868360,39.800434,2.666860,4.868000
A1,Thu 1970-01-01 01:00:00 CET,68.560462,253.439835,3.272160,4.868520,31.208303,2.631580,4.867960,32.100494,2.634540,4.866560,31.911610,2.635140,4.869120,31.186815,2.631620,4.868200,38.299980,2.661380,4.869080,39.416561,2.665880,4.869040
A1,Thu 1970-01-01 01:00:00 CET,69.553307,253.407623,3.271720,4.867960,31.193804,2.632060,4.868960,31.582275,2.633140,4.867960,32.024063,2.634720,4.867480,31.095507,2.630720,4.867240,38.453556,2.661500,4.868160,40.069118,2.667680,4.867520
A1,Thu 1970-01-01 01:00:00 CET,70.554049,257.165375,3.271760,4.857000,30.917608,2.625200,4.858400,31.352690,2.627100,4.858560,31.976828,2.630540,4.860120,30.729130,2.626380,4.862040,38.465187,2.657720,4.861160,39.799969,2.662300,4.859680
A1,Thu 1970-01-01 01:00:00 CET,71.566697,256.595215,3.273200,4.860800,31.324921,2.627460,4.859440,31.784225,2.629220,4.859160,31.823330,2.630400,4.861040,31.596838,2.628960,4.860120,38.693378,2.658600,4.861080,39.814816,2.662820,4.860520
A1,Thu 1970-01-01 01:00:00 CET,72.559633,256.629303,3.272540,4.859720,30.903849,2.626980,4.861800,31.451302,2.628960,4.861240,32.086544,2.632360,4.862640,31.177856,2.632080,4.869120,39.294910,2.664600,4.867600,40.457668,2.670100,4.869080
A1,Thu 1970-01-01 01:00:00 CET,73.561058,253.082092,3.271960,4.869280,31.211351,2.632220,4.869120,31.301739,2.632900,4.869680,31.988499,2.635200,4.868640,31.196512,2.631920,4.868680,38.597206,2.663920,4.871520,40.368237,2.669740,4.869080
A1,Thu 1970-01-01 01:00:00 CET,74.559733,253.218216,3.271720,4.868520,31.124166,2.631380,4.868240,31.432798,2.634680,4.871960,32.095844,2.635820,4.868960,30.954117,2.631340,4.869480,38.673168,2.663900,4.870920,40.208458,2.668680,4.868320
A1,Thu 1970-01-01 01:00:00 CET,75.560884,253.619308,3.272920,4.869120,31.216646,2.631680,4.868080,31.856308,2.634520,4.868400,32.207596,2.635700,4.867880,30.972710,2.631720,4.870040,39.034184,2.664640,4.869600,40.555496,2.670340,4.868800
A1,Thu 1970-01-01 01:00:00 CET,76.514687,253.874329,3.271920,4.866880,31.068293,2.628920,4.864120,31.581875,2.632100,4.866040,32.050545,2.632600,4.863360,31.437817,2.631240,4.865560,39.638184,2.663620,4.863280,40.720913,2.668240,4.863760
A1,Thu 1970-01-01 01:00:00 CET,77.526799,253.538025,3.272140,4.868200,31.151936,2.629680,4.864880,31.606537,2.631640,4.865000,32.091564,2.633940,4.865520,31.214060,2.623560,4.853080,39.610714,2.657200,4.851760,40.950462,2.662620,4.851840
A1,Thu 1970-01-01 01:00:00 CET,78.526497,256.401672,3.271500,4.858840,30.621429,2.623640,4.857800,31.423563,2.626400,4.856720,32.191303,2.628940,4.855520,30.680126,2.623280,4.856680,38.912884,2.657540,4.857520,40.843788,2.666780,4.860200
A1,Thu 1970-01-01 01:00:00 CET,79.560507,255.915390,3.272940,4.862400,31.205378,2.627200,4.859880,31.943018,2.629880,4.859160,32.097969,2.631000,4.860040,30.589172,2.625860,4.862160,40.122089,2.664320,4.861000,40.832119,2.667260,4.861160
A1,Thu 1970-01-01 01:00:00 CET,80.560169,253.603775,3.273400,4.869880,31.183922,2.631500,4.868000,31.636648,2.633540,4.868280,32.105881,2.636360,4.869880,31.230499,2.632300,4.869120,39.625496,2.667140,4.869800,40.793987,2.672440,4.870880
A1,Thu 1970-01-01 01:00:00 CET,81.553605,253.773392,3.273360,4.869320,31.342653,2.632660,4.868920,32.101326,2.635020,4.867440,32.278976,2.636300,4.868440,31.362820,2.632160,4.867840,39.932442,2.667480,4.868160,41.363720,2.673300,4.868280
A1,Thu 1970-01-01 01:00:00 CET,82.561271,252.961960,3.272420,4.870320,30.967539,2.631720,4.870080,31.438955,2.633040,4.868880,32.366314,2.636880,4.868840,31.268211,2.632760,4.869680,39.366074,2.667340,4.872080,41.776909,2.674120,4.866760
A1,Thu 1970-01-01 01:00:00 CET,83.559858,254.201828,3.273080,4.867640,31.075773,2.631740,4.869280,31.653429,2.634540,4.870000,32.179573,2.636060,4.868760,31.464479,2.632000,4.866760,39.762348,2.667780,4.869960,41.214363,2.673360,4.869480
A1,Thu 1970-01-01 01:00:00 CET,84.560151,253.744171,3.273060,4.868960,31.062506,2.631620,4.869160,31.862221,2.633960,4.867320,32.127869,2.636040,4.869120,31.031599,2.631880,4.869880,39.401100,2.666540,4.870360,41.633953,2.675240,4.869840
A1,Thu 1970-01-01 01:00:00 CET,85.559749,257.272705,3.272240,4.857400,31.678339,2.627200,4.856240,31.924574,2.627920,4.855680,33.144222,2.632820,4.855400,31.431936,2.626500,4.856840,40.113476,2.663540,4.859640,41.300201,2.669180,4.861240
A1,Thu 1970-01-01 01:00:00 CET,86.558862,256.928650,3.273020,4.859560,31.069616,2.626180,4.859040,31.780624,2.629140,4.859040,32.195492,2.631340,4.859920,31.153198,2.626680,4.859320,40.571148,2.664940,4.858840,41.201485,2.668960,4.861560
A1,Thu 1970-01-01 01:00:00 CET,87.559298,257.558502,3.272180,4.856480,31.084856,2.627000,4.860440,31.672735,2.629860,4.861200,32.086727,2.630520,4.859240,31.155075,2.627120,4.860120,40.361938,2.664780,4.860080,41.684196,2.674540,4.868200
A1,Thu 1970-01-01 01:00:00 CET,88.560921,253.819824,3.272000,4.867160,31.090828,2.630960,4.867720,31.403151,2.633280,4.869600,32.017475,2.636100,4.870080,31.062782,2.632140,4.870120,40.373051,2.669540,4.868680,41.776291,2.675700,4.869640
A1,Thu 1970-01-01 01:00:00 CET,89.520531,254.336807,3.272460,4.866320,30.986532,2.628060,4.863160,31.821390,2.632340,4.864640,32.053627,2.634540,4.866920,30.982531,2.628800,4.864560,40.596897,2.667720,4.863720,42.245125,2.674540,4.864120
A1,Thu 1970-01-01 01:00:00 CET,90.526659,255.100113,3.272920,4.864760,31.556845,2.630200,4.862720,31.744875,2.631740,4.864120,32.307709,2.635120,4.866040,31.533197,2.629820,4.862200,40.543888,2.667880,4.864400,41.872276,2.674260,4.866320
A1,Thu 1970-01-01 01:00:00 CET,91.538910,254.196320,3.272020,4.866080,31.606537,2.629260,4.860600,31.160986,2.629480,4.864440,32.236912,2.636320,4.868800,31.281050,2.632100,4.868360,40.744408,2.670880,4.868400,41.971600,2.675800,4.868400
A1,Thu 1970-01-01 01:00:00 CET,92.560396,253.462662,3.272340,4.868720,31.124907,2.631340,4.868160,31.583508,2.633340,4.868320,32.507610,2.637120,4.868200,31.095045,2.632080,4.869760,41.039261,2.671340,4.867080,42.243889,2.671060,4.857800
A1,Thu 1970-01-01 01:00:00 CET,93.559934,256.426880,3.271900,4.859360,31.157816,2.626980,4.859840,31.136911,2.628320,4.862480,32.570778,2.632940,4.860000,31.269690,2.626300,4.857720,40.809582,2.666160,4.859320,42.093071,2.672020,4.860640
A1,Thu 1970-01-01 01:00:00 CET,94.559820,256.685242,3.273000,4.860240,31.237518,2.628480,4.862000,31.605890,2.628240,4.858720,32.538654,2.632980,4.860320,31.294289,2.627700,4.860120,40.680191,2.666760,4.861360,41.930492,2.672580,4.862840
A1,Thu 1970-01-01 01:00:00 CET,95.558996,254.449020,3.272440,4.865960,31.245245,2.632340,4.869080,31.510168,2.633640,4.869440,32.538441,2.637400,4.868480,30.979174,2.631920,4.870360,40.952778,2.672200,4.869280,42.543293,2.677820,4.867920
A1,Thu 1970-01-01 01:00:00 CET,96.559252,254.704208,3.273160,4.866280,30.931829,2.631960,4.870800,31.654446,2.634220,4.869400,32.669361,2.637900,4.868400,31.166557,2.631860,4.868800,41.110924,2.673340,4.870200,42.270329,2.677720,4.869720
A1,Thu 1970-01-01 01:00:00 CET,97.559523,253.304459,3.272160,4.868920,31.295273,2.632700,4.869360,31.299768,2.633000,4.869880,32.199249,2.636900,4.870160,31.275600,2.632380,4.868920,41.561909,2.674380,4.868800,42.587833,2.678460,4.868760
