HTL state,Time GPS,Mission time,TC74-0,TC74-1,TC74-2,TC74-3,TC74-4
A1,Thu 1970-01-01 01:00:00 CET,195.050568,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,196.050709,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,197.050224,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,198.049635,27.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,199.050738,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,200.050717,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,201.050750,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,202.051345,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,203.051076,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,204.051217,28.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,205.049407,28.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,206.049112,28.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,207.050757,27.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,208.051491,27.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,209.050572,27.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,210.049604,28.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,211.049551,28.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,212.050576,27.500000,28.500000,26.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,213.051325,27.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,214.051284,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,215.051029,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,216.051338,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,217.050835,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,218.049892,27.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,219.051664,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,220.051336,27.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,221.050970,27.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,222.051331,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,223.050839,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,224.050430,27.500000,28.500000,27.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,225.049572,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,226.050844,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,227.051634,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,228.051233,28.500000,28.500000,26.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,229.051236,28.500000,28.500000,26.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,230.051451,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,231.051591,27.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,232.050639,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,233.049595,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,234.049542,28.500000,28.500000,26.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,235.052500,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,236.051360,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,237.051049,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,238.051322,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,239.051368,27.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,240.051355,28.500000,28.500000,27.500000,27.500000,27.500000
